Code_Without_Decimal,Title,OPCS_Version
Y112,Cryotherapy to organ NOC,4.1
Y113,Curettage of organ NOC,4.1
Y114,Radiofrequency controlled thermal destruction of organ NOC,4.1
Y115,Ultrasonic destruction of organ NOC,4.1
Y116,Microwave destruction of organ NOC,4.1
Y117,Gamma wave destruction of organ NOC,4.1
Y118,Other specified other destruction of organ NOC,4.1
Y119,Unspecified other destruction of organ NOC,4.1
Y12,Chemical destruction of lesion of organ NOC,4.1
Y121,Injection of sclerosing substance into lesion of organ NOC,4.1
Y122,Injection of other destructive substance into lesion of organ NOC,4.1
Y123,Electrochemotherapy to lesion of organ NOC,4.1
Y128,Other specified chemical destruction of lesion of organ NOC,4.1
Y129,Unspecified chemical destruction of lesion of organ NOC,4.1
Y13,Other destruction of lesion of organ NOC,4.1
Y131,Cauterisation of lesion of organ NOC,4.1
Y132,Cryotherapy to lesion of organ NOC,4.1
Y133,Curettage of lesion of organ NOC,4.1
Y134,Radiofrequency controlled thermal destruction of lesion of organ NOC,4.1
Y135,Ultrasonic destruction of lesion of organ NOC,4.1
Y136,Photodynamic therapy of lesion of organ NOC,4.1
Y137,Microwave destruction of lesion of organ NOC,4.1
Y138,Other specified other destruction of lesion of organ NOC,4.1
Y139,Unspecified other destruction of lesion of organ NOC,4.1
Y14,Placement of stent in organ NOC,4.1
Y141,Insertion of expanding covered metal stent into organ NOC,4.1
Y142,Insertion of expanding metal stent into organ NOC,4.1
Y143,Insertion of metal stent into organ NOC,4.1
Y144,Insertion of plastic stent into organ NOC,4.1
Y145,Insertion of stent graft into organ NOC,4.1
Y146,Insertion of biodegradable stent into organ NOC,4.1
Y148,Other specified placement of stent in organ NOC,4.1
Y149,Unspecified placement of stent in organ NOC,4.1
Y15,Attention to stent in organ NOC,4.1
Y151,Maintenance of stent in organ NOC,4.1
Y152,Renewal of stent in organ NOC,4.1
Y153,Correction of displacement of stent NOC,4.1
Y154,Other resiting of stent in organ NOC,4.1
Y155,Conversion to stent in organ NOC,4.1
Y156,Adjustment to stent in organ NOC,4.1
Y157,Removal of stent from organ NOC,4.1
Y158,Other specified attention to stent in organ NOC,4.1
Y159,Unspecified attention to stent in organ NOC,4.1
Y16,Connection of organ NOC,4.1
Y161,Exteriorisation of organ NOC,4.1
Y162,Anastomosis of organ NOC,4.1
Y163,Bypass of organ NOC,4.1
Y168,Other specified connection of organ NOC,4.1
Y169,Unspecified connection of organ NOC,4.1
Y17,Destruction of lesion of organ NOC,4.1
Y171,Electrocauterisation of lesion of organ NOC,4.1
Y172,Morcellation of lesion of organ NOC,4.1
Y173,Lithotripsy of lesion of organ NOC,4.1
Y174,Vapourisation of lesion of organ NOC,4.1
Y175,Steam ablation of lesion of organ NOC,4.1
Y176,Electrohydraulic lithotripsy of lesion of organ NOC,4.1
Y178,Other specified destruction of lesion of organ NOC,4.1
Y179,Unspecified destruction of lesion of organ NOC,4.1
Y18,Release of organ NOC,4.1
Y181,Freeing of adhesions of organ NOC,4.1
Y188,Other specified release of organ NOC,4.1
Y189,Unspecified release of organ NOC,4.1
Y20,Biopsy of organ NOC,4.1
Y201,Stereotactic biopsy of lesion of organ NOC,4.1
Y202,Stereotactic biopsy of organ NOC,4.1
Y203,Biopsy of lesion of organ NOC,4.1
Y204,Fine needle aspiration NOC,4.1
Y205,Percutaneous biopsy NOC,4.1
Y206,Plugged biopsy NOC,4.1
Y207,Vacuum biopsy of lesion of organ NOC,4.1
Y208,Other specified biopsy of organ NOC,4.1
Y209,Unspecified biopsy of organ NOC,4.1
Y21,Cytology of organ NOC,4.1
Y211,Brush cytology of organ NOC,4.1
Y218,Other specified cytology of organ NOC,4.1
Y219,Unspecified cytology of organ NOC,4.1
Y22,Drainage of organ NOC,4.1
Y221,Aspiration of haematoma of organ NOC,4.1
Y222,Aspiration of other lesion of organ NOC,4.1
Y223,Irrigation of organ NOC,4.1
Y228,Other specified drainage of organ NOC,4.1
Y229,Unspecified drainage of organ NOC,4.1
Y24,Microvascular repair of organ NOC,4.1
Y241,Microvascular reconstruction of organ NOC,4.1
Y242,Attention to microvascular repair of organ NOC,4.1
Y248,Other specified microvascular repair of organ NOC,4.1
Y249,Unspecified microvascular repair of organ NOC,4.1
Y25,Suture of organ NOC,4.1
Y251,Suture of laceration of organ NOC,4.1
Y252,Resuture of organ NOC,4.1
Y253,Removal of retained suture from organ NOC,4.1
Y254,Removal of other suture from organ NOC,4.1
Y255,Other attention to suture of organ NOC,4.1
Y258,Other specified suture of organ NOC,4.1
Y259,Unspecified suture of organ NOC,4.1
Y26,Other repair of organ NOC,4.1
Y261,Reconstruction of organ NOC,4.1
Y262,Plastic repair of organ NOC,4.1
Y263,Stapling of organ NOC,4.1
Y264,Removal of other repair material from organ NOC,4.1
Y265,Other attention to repair of organ NOC,4.1
Y266,Partial removal of mesh from organ NOC,4.1
Y267,Total removal of mesh from organ NOC,4.1
Y268,Other specified other repair of organ NOC,4.1
Y269,Unspecified other repair of organ NOC,4.1
Y27,Graft to organ NOC,4.1
Y271,Autograft to organ NOC,4.1
Y272,Allograft to organ NOC,4.1
Y273,Xenograft to organ NOC,4.1
Y274,Attention to graft of organ NOC,4.1
Y275,Vein graft NOC,4.1
Y276,Prosthetic graft NOC,4.1
Y278,Other specified graft to organ NOC,4.1
Y279,Unspecified graft to organ NOC,4.1
Y28,Insertion of other material into organ NOC,4.1
Y281,Insertion of synthetic mesh into organ NOC,4.1
Y282,Insertion of biological mesh into organ NOC,4.1
Y283,Insertion of composite mesh into organ NOC,4.1
Y284,Insertion of mesh into organ NOC,4.1
Y288,Other specified insertion of other material into organ NOC,4.1
Y289,Unspecified insertion of other material into organ NOC,4.1
Y29,Removal of foreign body from organ NOC,4.1
Y291,Surgical removal of foreign body from organ NOC,4.1
Y292,Manipulative removal of foreign body from organ NOC,4.1
Y298,Other specified removal of foreign body from organ NOC,4.1
Y299,Unspecified removal of foreign body from organ NOC,4.1
Y30,Incision of organ NOC,4.1
Y301,Incision of lesion of organ NOC,4.1
Y308,Other specified incision of organ NOC,4.1
Y309,Unspecified incision of organ NOC,4.1
Y31,Exploration of organ NOC,4.1
Y311,Exploration of sinus track from organ NOC,4.1
Y318,Other specified exploration of organ NOC,4.1
Y319,Unspecified exploration of organ NOC,4.1
Y32,Re-exploration of organ NOC,4.1
Y321,Re-exploration of organ and surgical arrest of postoperative bleeding NOC,4.1
Y322,Re-exploration of organ and other repair of organ NOC,4.1
Y323,Re-exploration of organ and packing of organ NOC,4.1
Y328,Other specified re-exploration of organ NOC,4.1
Y329,Unspecified re-exploration of organ NOC,4.1
Y33,Puncture of organ NOC,4.1
Y331,Acupuncture of organ NOC,4.1
Y332,Drilling of organ NOC,4.1
Y338,Other specified puncture of organ NOC,4.1
Y339,Unspecified puncture of organ NOC,4.1
Y35,Introduction of removable radioactive material into organ NOC,4.1
Y351,Introduction of radioactive caesium into organ NOC,4.1
Y352,Introduction of iridium wire into organ NOC,4.1
Y353,Introduction of radium into organ NOC,4.1
Y354,Introduction of radioactive substance into organ for brachytherapy NOC,4.1
Y355,Insertion of radioactive marker into organ NOC,4.1
Y358,Other specified introduction of removable radioactive material into organ NOC,4.1
Y359,Unspecified introduction of removable radioactive material into organ NOC,4.1
Y36,Introduction of non-removable material into organ NOC,4.1
Y361,Introduction of gold seeds into organ NOC,4.1
Y362,Introduction of therapeutic implant into organ NOC,4.1
Y363,Radioactive seed implantation NOC,4.1
Y364,Introduction of non-removable radioactive substance into organ for brachytherapy NOC,4.1
Y365,Introduction of biological scaffold into organ NOC,4.1
Y366,Introduction of synthetic scaffold into organ NOC,4.1
Y367,Introduction of other scaffold into organ NOC,4.1
Y368,Other specified introduction of non-removable material into organ NOC,4.1
Y369,Unspecified introduction of non-removable material into organ NOC,4.1
Y37,Introduction of other substance into organ NOC,4.1
Y371,Introduction of photodynamic substance into organ NOC,4.1
Y372,Introduction of substance into organ using drug-eluting balloon NOC,4.1
Y373,Insertion of wire marker into organ NOC,4.1
Y374,Insertion of marker into organ NOC,4.1
Y378,Other specified introduction of other substance into organ NOC,4.1
Y379,Unspecified introduction of other substance into organ NOC,4.1
Y38,Injection of therapeutic substance into organ NOC,4.1
Y381,Continuous injection of therapeutic substance into organ NOC,4.1
Y388,Other specified injection of therapeutic substance into organ NOC,4.1
Y389,Unspecified injection of therapeutic substance into organ NOC,4.1
Y39,Injection of other substance into organ NOC,4.1
Y391,Injection of radiocontrast substance into sinus track from organ NOC,4.1
Y392,Other injection of radiocontrast substance into organ NOC,4.1
Y393,Injection of inert substance into organ NOC,4.1
Y394,Lipofilling injection into organ NOC,4.1
Y395,Tattooing of organ NOC,4.1
Y398,Other specified injection of other substance into organ NOC,4.1
Y399,Unspecified injection of other substance into organ NOC,4.1
Y40,Dilation of organ NOC,4.1
Y401,Dilation of stricture of organ NOC,4.1
Y402,Stretching of organ NOC,4.1
Y403,Balloon dilation of organ NOC,4.1
Y408,Other specified dilation of organ NOC,4.1
Y409,Unspecified dilation of organ NOC,4.1
Y41,Examination of organ NOC,4.1
Y411,Examination of organ under anaesthetic NOC,4.1
Y412,Endoscopic ultrasound staging examination of organ NOC,4.1
Y413,Endoscopic ultrasound examination of organ NOC,4.1
Y418,Other specified examination of organ NOC,4.1
Y419,Unspecified examination of organ NOC,4.1
Y42,Manipulation of organ NOC,4.1
Y421,External manipulation of organ NOC,4.1
Y428,Other specified manipulation of organ NOC,4.1
Y429,Unspecified manipulation of organ NOC,4.1
Y44,Other methods of operation on organ NOC,4.1
Y441,Evacuation of contents of organ NOC,4.1
Y442,Monitoring of pressure in organ NOC,4.1
Y443,Temporary occlusion of organ NOC,4.1
Y444,Removal of calculus from organ NOC,4.1
Y448,Other specified other methods of operation on organ NOC,4.1
Y449,Unspecified other methods of operation on organ NOC,4.1
Y45,Approach to organ under other control,4.1
Y451,Approach to organ under electromyography control,4.1
Y452,Approach to organ under robotic control NEC,4.1
Y453,Approach to organ under seed marker guided control,4.1
Y458,Other specified approach to organ under other control,4.1
Y459,Unspecified approach to organ under other control,4.1
Y46,Open approach to contents of cranium,4.1
Y461,Trans-sphenoidal open approach to contents of cranium,4.1
Y462,Frontal open approach to contents of cranium,4.1
Y463,Transoral open approach to contents of cranium,4.1
Y464,Transmastoid open approach to contents of cranium,4.1
Y465,Supratentorial open approach to contents of cranium,4.1
Y466,Infratentorial open approach to contents of cranium,4.1
Y467,Craniectomy approach to contents of cranium,4.1
Y468,Other specified open approach to contents of cranium,4.1
Y469,Unspecified open approach to contents of cranium,4.1
Y47,Burrhole approach to contents of cranium,4.1
Y471,Trans-sphenoidal burrhole approach to contents of cranium,4.1
Y472,Frontal burrhole approach to contents of cranium,4.1
Y473,Transoral burrhole approach to contents of cranium,4.1
Y474,Transmastoid burrhole approach to contents of cranium,4.1
Y475,Supratentorial burrhole approach to contents of cranium,4.1
Y476,Infratentorial burrhole approach to contents of cranium,4.1
Y478,Other specified burrhole approach to contents of cranium,4.1
Y479,Unspecified burrhole approach to contents of cranium,4.1
Y48,Approach to spine through back,4.1
Y481,Laminectomy approach to cervical spine,4.1
Y482,Laminectomy approach to thoracic spine,4.1
Y483,Laminectomy approach to lumbar spine,4.1
Y484,Pre-sacral paracoccygeal approach to spine,4.1
Y488,Other specified approach to spine through back,4.1
Y489,Unspecified approach to spine through back,4.1
Y49,Approach through thoracic cavity,4.1
Y491,Median sternotomy approach,4.1
Y492,Transthoracic approach to spine,4.1
Y493,Thoracotomy approach NEC,4.1
Y494,Transapical approach to heart,4.1
Y498,Other specified approach through thoracic cavity,4.1
Y499,Unspecified approach through thoracic cavity,4.1
Y50,Approach through abdominal cavity,4.1
Y501,Transperitoneal approach to spine,4.1
Y502,Laparotomy approach NEC,4.1
Y503,Vaginal approach,4.1
Y508,Other specified approach through abdominal cavity,4.1
Y509,Unspecified approach through abdominal cavity,4.1
Y51,Approach to organ through artificial opening into gastrointestinal tract,4.1
Y511,Approach to organ through oesophagostomy,4.1
Y512,Approach to organ through gastrostomy,4.1
Y513,Approach to organ through ileostomy,4.1
Y514,Approach to organ through colostomy,4.1
Y515,Approach to organ through appendicostomy,4.1
Y518,Other specified approach to organ through artificial opening into gastrointestinal tract,4.1
Y519,Unspecified approach to organ through artificial opening into gastrointestinal tract,4.1
Y52,Approach to organ through other opening,4.1
Y521,Approach to organ through tracheostomy,4.1
Y522,Approach to organ through urethrostomy,4.1
Y523,Approach to organ through cystostomy,4.1
Y524,Peranal transrectal approach to organ,4.1
Y528,Other specified approach to organ through other opening,4.1
Y529,Unspecified approach to organ through other opening,4.1
Y53,Approach to organ under image control,4.1
Y531,Approach to organ under radiological control,4.1
Y532,Approach to organ under ultrasonic control,4.1
Y533,Approach to organ under computed tomography scan control,4.1
Y534,Approach to organ under fluoroscopic control,4.1
Y535,Approach to organ under image intensifier,4.1
Y536,Approach to organ under video control,4.1
Y537,Approach to organ under magnetic resonance imaging control,4.1
Y538,Other specified approach to organ under image control,4.1
Y539,Unspecified approach to organ under image control,4.1
Y54,Harvest of nerve,4.1
Y541,Harvest of sural nerve,4.1
Y542,Harvest of nerve of head,4.1
Y543,Harvest of peripheral nerve NEC,4.1
Y544,Harvest of multiple nerves,4.1
Y548,Other specified harvest of nerve,4.1
Y549,Unspecified harvest of nerve,4.1
Y55,Harvest of random pattern flap of skin from limb,4.1
Y551,Harvest of random pattern flap of skin from hand,4.1
Y552,Harvest of random pattern flap of skin from upper arm,4.1
Y553,Harvest of random pattern flap of skin from arm NEC,4.1
Y554,Harvest of random pattern flap of skin from foot,4.1
Y555,Harvest of random pattern flap of skin from thigh,4.1
Y556,Harvest of random pattern flap of skin from leg NEC,4.1
